molecule_chembl_id,molecule_name,canonical_smiles,pActivity,n_measurements,scaffold,source_target,source_chembl_id
CHEMBL5314375,CIDOFOVIR,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1.O.O,4.22,1,O=c1nccc[nH]1,OAT1,CHEMBL1641347
CHEMBL484,ADEFOVIR,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,4.55,1,c1ncc2nc[nH]c2n1,OAT1,CHEMBL1641347
CHEMBL1162495,GLUTARATE,O=C(O)CCCC(=O)O,5.31,1,,OAT1,CHEMBL1641347
CHEMBL1231530,BETAMIPRON,O=C(O)CCNC(=O)c1ccccc1,4.8149999999999995,2,c1ccccc1,OAT1,CHEMBL1641347
CHEMBL500596,,O=C(O)CNC(=O)c1ccc(O)cc1,4.6,1,c1ccccc1,OAT1,CHEMBL1641347
CHEMBL461,HIPPURIC ACID,O=C(O)CNC(=O)c1ccccc1,4.7,1,c1ccccc1,OAT1,CHEMBL1641347
CHEMBL586,SALICYLURIC ACID,O=C(O)CNC(=O)c1ccccc1O,4.57,1,c1ccccc1,OAT1,CHEMBL1641347
CHEMBL139,DICLOFENAC,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,5.4,1,c1ccc(Nc2ccccc2)cc1,OAT1,CHEMBL1641347
CHEMBL119625,ZONAMPANEL,O=C(O)Cn1c(=O)c(=O)[nH]c2cc([N+](=O)[O-])c(-n3ccnc3)cc21,5.52,1,O=c1[nH]c2ccc(-n3ccnc3)cc2[nH]c1=O,OAT1,CHEMBL1641347
CHEMBL898,DIFLUNISAL,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,6.07,1,c1ccc(-c2ccccc2)cc1,OAT1,CHEMBL1641347
CHEMBL5439993,,O=C(c1cc(Cl)c(O)c(Cl)c1)n1ccc2cccnc21,4.99,1,O=C(c1ccccc1)n1ccc2cccnc21,OAT1,CHEMBL1641347
CHEMBL5542977,,O=C(c1ccnc2ccc(Br)cc12)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F,5.21,1,O=C(c1ccnc2ccccc12)N1CCCC1,OAT1,CHEMBL1641347
CHEMBL5568246,,O=C(c1ccnc2ccc(C3CC3)cc12)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F,5.04,1,O=C(c1ccnc2ccc(C3CC3)cc12)N1CCCC1,OAT1,CHEMBL1641347
CHEMBL3924161,,O=S(=O)(Nc1ccc(C(F)(F)F)nc1)c1ccccc1C(F)(F)F,4.91,1,O=S(=O)(Nc1cccnc1)c1ccccc1,OAT1,CHEMBL1641347
CHEMBL3929544,,O=S(=O)(Nc1cncc(C(F)(F)F)c1)c1ccccc1C(F)(F)F,5.03,1,O=S(=O)(Nc1cccnc1)c1ccccc1,OAT1,CHEMBL1641347
CHEMBL1233636,INDOXYL SULFATE,O=S(=O)(O)Oc1c[nH]c2ccccc12,4.08,1,c1ccc2[nH]ccc2c1,OAT1,CHEMBL1641347
CHEMBL6246,ELLAGIC ACID,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,6.57,1,O=c1oc2cccc3c(=O)oc4cccc1c4c23,OAT1,CHEMBL1641347
CHEMBL38650,,C=Cc1c(C)c(O)cc2c1-c1ccc(O)c(C)c1CC2,5.19,1,c1ccc2c(c1)CCc1ccccc1-2,OAT3,CHEMBL1641348
CHEMBL4582456,,C=Cc1cc(C(=O)O)cc2c1CCc1c-2ccc(O)c1C,5.55,1,c1ccc2c(c1)CCc1ccccc1-2,OAT3,CHEMBL1641348
CHEMBL1144,PRAVASTATIN,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,4.86,1,C1=CC2=CCCCC2CC1,OAT3,CHEMBL1641348
CHEMBL30,CIMETIDINE,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,4.03,1,c1c[nH]cn1,OAT3,CHEMBL1641348
CHEMBL270050,,COc1ccc(CNC(=O)c2cc3c(=O)n(Cc4ccc(C(=O)O)cc4)cnc3cn2)cc1,4.23,1,O=C(NCc1ccccc1)c1cc2c(=O)n(Cc3ccccc3)cnc2cn1,OAT3,CHEMBL1641348
CHEMBL603656,,Cc1cc(-c2nnn(C[C@H]3CC[C@H](C(=O)O)CC3)n2)cc(C(=O)NCc2ccc(F)cc2)n1,5.22,1,O=C(NCc1ccccc1)c1cc(-c2nnn(CC3CCCCC3)n2)ccn1,OAT3,CHEMBL1641348
CHEMBL496942,,Cn1c(=O)n(Cc2ccc(C(=O)O)cc2)c(=O)c2cc(C#CCc3ccccc3)ccc21,4.75,1,O=c1[nH]c2ccc(C#CCc3ccccc3)cc2c(=O)n1Cc1ccccc1,OAT3,CHEMBL1641348
