"Molecule ChEMBL ID","Molecule Name","Molecule Max Phase","Molecular Weight","#RO5 Violations","AlogP","Compound Key","Smiles","Standard Type","Standard Relation","Standard Value","Standard Units","pChEMBL Value","Data Validity Comment","Comment","Uo Units","Ligand Efficiency BEI","Ligand Efficiency LE","Ligand Efficiency LLE","Ligand Efficiency SEI","Potential Duplicate","Assay ChEMBL ID","Assay Description","Assay Type","BAO Format ID","BAO Label","Assay Organism","Assay Tissue ChEMBL ID","Assay Tissue Name","Assay Cell Type","Assay Subcellular Fraction","Assay Parameters","Assay Variant Accession","Assay Variant Mutation","Target ChEMBL ID","Target Name","Target Organism","Target Type","Document ChEMBL ID","Source ID","Source Description","Document Journal","Document Year","Cell ChEMBL ID","Properties","Action Type","Standard Text Value","Value"
"CHEMBL766","CILASTATIN","4.0","358.46","0","1.43","Cilastatin","CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O","IC50","'='","249000.0","nM","","Outside typical range","inhibitor [IC50=249 +/- 98.9uM]","UO_0000065","","","","","0","CHEMBL2077092","TP_TRANSPORTER: inhibition of ES uptake (ES: 50nM) in hOAT3-expressing S2 cells","F","BAO_0000219","cell-based format","None","None","None","S2","None","","","","CHEMBL1641348","Organic anion transporter 3","Homo sapiens","SINGLE PROTEIN","CHEMBL2074482","18","TP-search Transporter Database","J Pharmacol Sci","2004","CHEMBL3308861","","INHIBITOR","","249.0"
"CHEMBL30","CIMETIDINE","4.0","252.35","0","0.60","Cimetidine","CN/C(=N\CCSCc1nc[nH]c1C)NC#N","IC50","'='","92400.0","nM","4.03","","inhibitor [IC50=92.4 +/- 10.9uM]","UO_0000065","","","","","0","CHEMBL2077092","TP_TRANSPORTER: inhibition of ES uptake (ES: 50nM) in hOAT3-expressing S2 cells","F","BAO_0000219","cell-based format","None","None","None","S2","None","","","","CHEMBL1641348","Organic anion transporter 3","Homo sapiens","SINGLE PROTEIN","CHEMBL2074482","18","TP-search Transporter Database","J Pharmacol Sci","2004","CHEMBL3308861","","INHIBITOR","","92.4"
"CHEMBL603656","","None","452.49","0","3.00","6","Cc1cc(-c2nnn(C[C@H]3CC[C@H](C(=O)O)CC3)n2)cc(C(=O)NCc2ccc(F)cc2)n1","IC50","'='","6000.0","nM","5.22","","","UO_0000065","11.54","0.22","2.22","4.25","0","CHEMBL3762006","Inhibition of human OAT3 expressed in HEK cells assessed as reduction of [3H]-estrone sulfate uptake by radioactivity counting analysis","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL1641348","Organic anion transporter 3","Homo sapiens","SINGLE PROTEIN","CHEMBL3758105","1","Scientific Literature","J Med Chem","2016","CHEMBL3307715","","","","6.0"
"CHEMBL4567446","CLESACOSTAT","2.0","502.57","1","4.28","12, PF-05221304","COc1cc(C(=O)N2CCC3(CC2)CC(=O)c2c(cnn2C(C)C)C3)cc(-c2ccc(C(=O)O)cc2)n1","IC50","'>'","30000.0","nM","","","","UO_0000065","","","","","0","CHEMBL4669890","Inhibition of human SLC22A8 expressed in HEK293 cells in presence of para-aminohippuric acid/metformin","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL1641348","Organic anion transporter 3","Homo sapiens","SINGLE PROTEIN","CHEMBL4665761","1","Scientific Literature","J Med Chem","2020","None","","","","30.0"
"CHEMBL4519013","","None","280.32","0","3.81","2","C=Cc1c(C(=O)O)ccc2c1CCc1c-2ccc(O)c1C","IC50","'='","1100.0","nM","5.96","","","UO_0000065","21.26","0.39","2.15","10.36","0","CHEMBL4482188","Inhibition of OAT3 (unknown origin) expressed in HEK293 cells assessed as reduction in 6-CF uptake measured after 5 mins by fluorescence assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL1641348","Organic anion transporter 3","Homo sapiens","SINGLE PROTEIN","CHEMBL4480457","1","Scientific Literature","J Nat Prod","2019","CHEMBL3307715","","","","1.1"
"CHEMBL205119","EFFUSOL","None","252.31","0","3.81","9","C=Cc1cc(O)cc2c1-c1ccc(O)c(C)c1CC2","IC50","'='","22700.0","nM","4.64","","","UO_0000065","18.41","0.33","0.83","11.48","0","CHEMBL4482188","Inhibition of OAT3 (unknown origin) expressed in HEK293 cells assessed as reduction in 6-CF uptake measured after 5 mins by fluorescence assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL1641348","Organic anion transporter 3","Homo sapiens","SINGLE PROTEIN","CHEMBL4480457","1","Scientific Literature","J Nat Prod","2019","CHEMBL3307715","","","","22.7"
"CHEMBL3929544","","None","370.27","0","3.92","47","O=S(=O)(Nc1cncc(C(F)(F)F)c1)c1ccccc1C(F)(F)F","IC50","'='","3400.0","nM","5.47","","","UO_0000065","14.77","0.31","1.55","9.26","0","CHEMBL3853578","Inhibition of OAT3 (unknown origin)","B","BAO_0000357","single protein format","Homo sapiens","None","None","None","None","","","","CHEMBL1641348","Organic anion transporter 3","Homo sapiens","SINGLE PROTEIN","CHEMBL3853265","1","Scientific Literature","Medchemcomm","2016","None","","","","3.4"
"CHEMBL3688197","","None","433.85","0","3.83","10i","N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(CO)c(Cl)c1","IC50","'='","500.0","nM","6.30","","","UO_0000065","14.52","0.30","2.47","5.61","0","CHEMBL3853460","Inhibition of OAT3 (unknown origin)","B","BAO_0000357","single protein format","Homo sapiens","None","None","None","None","","","","CHEMBL1641348","Organic anion transporter 3","Homo sapiens","SINGLE PROTEIN","CHEMBL3853264","1","Scientific Literature","Medchemcomm","2016","None","","","","0.5"
"CHEMBL286013","DIMEBUTIC ACID","2.0","116.16","0","1.51","10, HST5040A","CCC(C)(C)C(=O)O","IC50","'='","3511000.0","nM","","Outside typical range","","UO_0000065","","","","","0","CHEMBL4809208","Inhibition of human OAT3 assessed as reduction in OAT3-mediated tenofovir transport","B","BAO_0000357","single protein format","Homo sapiens","None","None","None","None","","","","CHEMBL1641348","Organic anion transporter 3","Homo sapiens","SINGLE PROTEIN","CHEMBL4808180","1","Scientific Literature","J Med Chem","2021","None","","INHIBITOR","","3511.0"
"CHEMBL4527448","","None","274.27","0","2.35","16","COc1cc(C(=O)c2ccc(O)c(OC)c2)ccc1O","IC50","'='","2300.0","nM","5.64","","","UO_0000065","20.56","0.39","3.29","7.42","0","CHEMBL4482188","Inhibition of OAT3 (unknown origin) expressed in HEK293 cells assessed as reduction in 6-CF uptake measured after 5 mins by fluorescence assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL1641348","Organic anion transporter 3","Homo sapiens","SINGLE PROTEIN","CHEMBL4480457","1","Scientific Literature","J Nat Prod","2019","CHEMBL3307715","","","","2.3"
"CHEMBL270050","","None","444.45","0","2.48","3","COc1ccc(CNC(=O)c2cc3c(=O)n(Cc4ccc(C(=O)O)cc4)cnc3cn2)cc1","IC50","'='","59000.0","nM","4.23","","","UO_0000065","9.52","0.18","1.75","3.43","0","CHEMBL3762006","Inhibition of human OAT3 expressed in HEK cells assessed as reduction of [3H]-estrone sulfate uptake by radioactivity counting analysis","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL1641348","Organic anion transporter 3","Homo sapiens","SINGLE PROTEIN","CHEMBL3758105","1","Scientific Literature","J Med Chem","2016","CHEMBL3307715","","","","59.0"
"CHEMBL3924161","","None","370.27","0","3.92","46","O=S(=O)(Nc1ccc(C(F)(F)F)nc1)c1ccccc1C(F)(F)F","IC50","'='","3300.0","nM","5.48","","","UO_0000065","14.80","0.31","1.56","9.28","0","CHEMBL3853578","Inhibition of OAT3 (unknown origin)","B","BAO_0000357","single protein format","Homo sapiens","None","None","None","None","","","","CHEMBL1641348","Organic anion transporter 3","Homo sapiens","SINGLE PROTEIN","CHEMBL3853265","1","Scientific Literature","Medchemcomm","2016","None","","","","3.3"
"CHEMBL1231530","BETAMIPRON","2.0","193.20","0","0.89","Betamipron","O=C(O)CCNC(=O)c1ccccc1","IC50","'='","9920.0","nM","5.00","","inhibitor [IC50=9.92 +/- 3.55uM]","UO_0000065","","","","","0","CHEMBL2077092","TP_TRANSPORTER: inhibition of ES uptake (ES: 50nM) in hOAT3-expressing S2 cells","F","BAO_0000219","cell-based format","None","None","None","S2","None","","","","CHEMBL1641348","Organic anion transporter 3","Homo sapiens","SINGLE PROTEIN","CHEMBL2074482","18","TP-search Transporter Database","J Pharmacol Sci","2004","CHEMBL3308861","","INHIBITOR","","9.92"
"CHEMBL897","PROBENECID","4.0","285.37","0","2.20","Probenecid","CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1","IC50","'='","4930.0","nM","5.31","","inhibitor [IC50=4.93 +/- 1.37uM]","UO_0000065","","","","","0","CHEMBL2077092","TP_TRANSPORTER: inhibition of ES uptake (ES: 50nM) in hOAT3-expressing S2 cells","F","BAO_0000219","cell-based format","None","None","None","S2","None","","","","CHEMBL1641348","Organic anion transporter 3","Homo sapiens","SINGLE PROTEIN","CHEMBL2074482","18","TP-search Transporter Database","J Pharmacol Sci","2004","CHEMBL3308861","","INHIBITOR","","4.93"
"CHEMBL680","CEFACLOR ANHYDROUS","4.0","367.81","0","0.62","Cefaclor","N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1","IC50","'='","120000.0","nM","","Outside typical range","","UO_0000065","","","","","0","CHEMBL3537400","Inhibition of human OAT3 using estrone-3-sulfate as substrate","A","BAO_0000357","single protein format","Homo sapiens","None","None","None","None","","","","CHEMBL1641348","Organic anion transporter 3","Homo sapiens","SINGLE PROTEIN","CHEMBL3525990","1","Scientific Literature","Drug Metab Dispos","2013","None","","","","120.0"
"CHEMBL67","COMBRETASTATIN A4","-1.0","316.35","0","3.60","CA4","COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O","IC50","'='","16390.0","nM","4.79","","","UO_0000065","15.13","0.28","1.19","8.37","0","CHEMBL4257830","Inhibition of human OAT3 expressed in HEK293 cells assessed as 6-CF uptake after 5 mins by fluorescence assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL1641348","Organic anion transporter 3","Homo sapiens","SINGLE PROTEIN","CHEMBL4257448","1","Scientific Literature","Medchemcomm","2017","None","","","","16.39"
"CHEMBL496942","","None","424.46","0","3.04","2","Cn1c(=O)n(Cc2ccc(C(=O)O)cc2)c(=O)c2cc(C#CCc3ccccc3)ccc21","IC50","'='","18000.0","nM","4.75","","","UO_0000065","11.18","0.20","1.70","5.84","0","CHEMBL3762006","Inhibition of human OAT3 expressed in HEK cells assessed as reduction of [3H]-estrone sulfate uptake by radioactivity counting analysis","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL1641348","Organic anion transporter 3","Homo sapiens","SINGLE PROTEIN","CHEMBL3758105","1","Scientific Literature","J Med Chem","2016","CHEMBL3307715","","","","18.0"
"CHEMBL237500","LINAGLIPTIN","4.0","472.55","0","1.15","Linagliptin","CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C","IC50","'>'","100000.0","nM","","","","UO_0000065","","","","","0","CHEMBL3536605","Inhibition of OAT3 (unknown origin) expressed in HEK293 cells assessed as reduction of [3H]E-sul substrate uptake by liquid scintillation counting","A","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL1641348","Organic anion transporter 3","Homo sapiens","SINGLE PROTEIN","CHEMBL3525903","1","Scientific Literature","Drug Metab Dispos","2013","CHEMBL3307715","","","","100.0"
