ligand_id,target,seed,n_poses,selected_mode,CNNscore,CNNaffinity,centroid_to_crystal_lig_A,pass_pocket_centroid,pocket_overlap_frac,n_key_contacts,key_recovery_frac,ifp_jaccard_vs_np3146,ifp_bits,n_ifp_bits,keep_nlrp3_pose,keep_nlrp3_structural,sdf,d_ALA227,contact_ALA227,d_ALA228,contact_ALA228,d_ARG351,contact_ARG351,d_MET408,contact_MET408,d_TYR443,contact_TYR443,d_PHE575,contact_PHE575,d_ARG578,contact_ARG578
REP_01593,nlrp3_7alv,42,9,1,0.573161423,6.95367861,3.773489121309455,True,0.7368421052631579,4,0.5714285714285714,0.5789473684210527,AROMATIC:PHE575;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:PHE575;HBOND:ALA228;HBOND:ARG578;HYDROPHOBIC:PHE575;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,11,True,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01593_out.sdf,3.082747151486811,True,3.069247138957692,True,5.003691737107718,False,5.228486014134494,False,5.050512152247533,False,3.3014281758051296,True,3.0725964590228956,True
REP_05922,nlrp3_7alv,42,9,1,0.403886855,6.23788691,4.318369354159289,True,0.5882352941176471,5,0.7142857142857143,0.631578947368421,AROMATIC:PHE575;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:PHE575;HBOND:ARG351;HYDROPHOBIC:PHE575;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,12,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_05922_out.sdf,3.61500235131321,True,3.923064745833295,True,3.104338899025043,True,6.934604026186357,False,9.176892284428321,False,3.960940418637974,True,3.545031593653291,True
REP_03238,nlrp3_7alv,42,9,1,0.395395428,6.57619095,2.784818400456836,True,0.7272727272727273,4,0.5714285714285714,0.47368421052631576,AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:TYR443;HYDROPHOBIC:TYR443;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,9,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_03238_out.sdf,3.6550645685131307,True,3.190275379963298,True,7.3452081658724975,False,4.9243832101086555,False,3.208307653576874,True,4.702821493529178,False,3.579211645041401,True
REP_01122,nlrp3_7alv,42,9,1,0.0490424447,5.48778009,1.0633603750066447,True,0.8918918918918919,7,1.0,0.8,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:MET408;CONTACT:PHE575;CONTACT:TYR443;HBOND:TYR443;HYDROPHOBIC:MET408;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,17,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01122_out.sdf,3.3470882868547216,True,3.018006129881116,True,3.7771473362843566,True,3.679628921508253,True,2.936783785027426,True,3.6528472456427736,True,3.4492342628473347,True
REP_04971,nlrp3_7alv,42,9,1,0.407803148,6.57440519,1.3705697561960508,True,0.896551724137931,5,0.7142857142857143,0.7368421052631579,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA228;HBOND:ARG578;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,14,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_04971_out.sdf,3.469375880471877,True,2.969671530657874,True,5.0234373689735605,False,4.899847854780801,False,3.4707313350358873,True,3.173960617273,True,3.349936268050485,True
REP_07580,nlrp3_7alv,42,9,1,0.623751402,6.97798109,1.9368589390933522,True,0.8666666666666667,7,1.0,0.85,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:MET408;CONTACT:PHE575;CONTACT:TYR443;HBOND:ARG578;HBOND:TYR443;HYDROPHOBIC:MET408;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,18,True,True,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07580_out.sdf,3.483142403060788,True,2.9005966627575073,True,4.252626717688737,True,4.108658418510837,True,2.795905935470649,True,3.777873211212891,True,2.803564338480569,True
REP_06464,nlrp3_7alv,42,9,1,0.172080249,5.77783346,3.0090835188974245,True,0.7027027027027027,4,0.5714285714285714,0.45,CONTACT:ALA227;CONTACT:ARG351;CONTACT:ARG578;CONTACT:MET408;HBOND:ALA227;HBOND:ARG578;HYDROPHOBIC:MET408;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227,10,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06464_out.sdf,3.183487552983356,True,5.05760121005995,False,3.2374622777725186,True,4.339438903821556,True,5.622353066110311,False,4.766599941257917,False,3.3919379416492874,True
REP_07120,nlrp3_7alv,42,9,1,0.356335938,6.72073126,1.3243428682604383,True,0.7428571428571429,6,0.8571428571428571,0.8,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:MET408;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA228;HBOND:ARG578;HBOND:TYR443;HYDROPHOBIC:MET408;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,17,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07120_out.sdf,3.2350188562047117,True,3.378596306160292,True,5.675056739804457,False,3.9712744805666573,True,3.248450399806038,True,3.9163117853408953,True,2.8428306316064638,True
REP_01485,nlrp3_7alv,42,9,1,0.645309091,6.3255558,0.1311630548343227,True,1.0,7,1.0,1.0,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:MET408;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA228;HBOND:ARG351;HBOND:ARG578;HYDROPHOBIC:MET408;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,19,True,True,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01485_out.sdf,3.3822900526122948,True,3.011086680917699,True,3.1527265977245746,True,4.485507440635903,True,3.74149528931949,True,3.6572065842661927,True,3.367842781366141,True
REP_06855,nlrp3_7alv,42,9,1,0.265720576,6.8942132,0.6345179099017784,True,1.0,6,0.8571428571428571,0.8421052631578947,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA228;HBOND:ARG578;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,16,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06855_out.sdf,3.5253331757438247,True,2.9136459977148808,True,4.369212972607309,True,4.852997218214741,False,3.275404097206935,True,3.3538576296557387,True,2.8816712164992073,True
